Función, BestFitness
1,4.867690e+05
2,1.822295e+07
3,2.270061e+03
4,3.516510e+01
5,1.871951e+01
6,2.169225e+00
7,1.257054e+00
8,1.655014e+01
9,2.182220e+01
10,1.718947e+02
11,3.337151e+02
12,1.103604e+00
13,2.409912e-01
14,2.964013e-01
15,3.929798e+00
16,2.898496e+00
17,3.162743e+03
18,1.065848e+04
19,2.459781e+00
20,1.970394e+03
21,2.364673e+03
22,2.648217e+01
23,3.298369e+02
24,1.272659e+02
25,1.678727e+02
26,1.002275e+02
27,6.822842e+01
28,3.972082e+02
29,8.750152e+02
30,7.241369e+02
