Función, BestFitness
1,4.074994e+06
2,2.653837e+08
3,1.106588e+04
4,6.178312e+01
5,2.025723e+01
6,5.770362e+00
7,4.361810e+00
8,4.531336e+01
9,3.571096e+01
10,8.264797e+02
11,1.001935e+03
12,1.175850e+00
13,5.685791e-01
14,1.980428e+00
15,1.089068e+01
16,3.101780e+00
17,1.871368e+04
18,3.450121e+04
19,4.982593e+00
20,2.261187e+03
21,5.267523e+03
22,5.014319e+01
23,3.384471e+02
24,1.459584e+02
25,1.910441e+02
26,1.005464e+02
27,2.427728e+01
28,5.169738e+02
29,6.497753e+03
30,1.848026e+03
