Función, BestFitness
1,2.039204e+07
2,2.632881e+08
3,1.553081e+04
4,8.602507e+01
5,2.041404e+01
6,4.443493e+00
7,9.440474e+00
8,1.364759e+01
9,2.470478e+01
10,5.195411e+02
11,1.046567e+03
12,9.681300e-01
13,4.588526e-01
14,2.071097e+00
15,1.297390e+01
16,3.404681e+00
17,4.944699e+05
18,3.044114e+05
19,4.603788e+00
20,9.028826e+03
21,1.189284e+05
22,9.879912e+01
23,3.365709e+02
24,1.627318e+02
25,1.974695e+02
26,1.003751e+02
27,3.646718e+02
28,5.788627e+02
29,1.144838e+06
30,4.420301e+03
