Función, BestFitness
1,1.529564e+07
2,3.377425e+08
3,1.921292e+04
4,1.172397e+02
5,2.089944e+01
6,1.415624e+01
7,6.829919e+00
8,6.727276e+01
9,1.026822e+02
10,1.952689e+03
11,2.761410e+03
12,7.874267e-01
13,4.447142e-01
14,4.457277e-01
15,9.168746e+01
16,1.113707e+01
17,2.930036e+05
18,3.495700e+03
19,1.070607e+01
20,1.520628e+04
21,1.584229e+05
22,3.813876e+02
23,3.193624e+02
24,2.432333e+02
25,2.066024e+02
26,1.005477e+02
27,4.767364e+02
28,9.895330e+02
29,1.130233e+04
30,1.092342e+04
