Función, BestFitness
1,2.257604e+07
2,4.840660e+08
3,3.382585e+04
4,1.162905e+02
5,2.081871e+01
6,1.639647e+01
7,7.764612e+00
8,6.048601e+01
9,8.945603e+01
10,2.383006e+03
11,3.552817e+03
12,6.869812e-01
13,4.944886e-01
14,4.022095e-01
15,2.424835e+02
16,1.266949e+01
17,2.649666e+06
18,6.003293e+04
19,2.121332e+01
20,3.783443e+04
21,7.065818e+05
22,4.669606e+02
23,3.210042e+02
24,2.453090e+02
25,2.104317e+02
26,1.005876e+02
27,7.281309e+02
28,1.041225e+03
29,9.215259e+05
30,1.728685e+04
