Función, BestFitness
1,2.722614e+06
2,5.119065e+03
3,5.567159e+03
4,2.133269e+01
5,2.015643e+01
6,2.251040e+00
7,2.437451e-01
8,9.588312e+00
9,1.066115e+01
10,2.290094e+02
11,5.830647e+02
12,2.958008e-01
13,1.651221e-01
14,3.007642e-01
15,1.652917e+00
16,3.027753e+00
17,1.009020e+05
18,2.076345e+03
19,1.733696e+00
20,2.278651e+03
21,6.748471e+03
22,3.448037e+01
23,3.297619e+02
24,1.248904e+02
25,1.891823e+02
26,1.001607e+02
27,2.210713e+02
28,3.971667e+02
29,5.550983e+02
30,8.254292e+02
