Función, BestFitness
1,4.581946e+06
2,8.433760e+03
3,3.785328e+03
4,9.814834e+01
5,2.056076e+01
6,7.158140e+00
7,3.935848e-02
8,3.164659e+01
9,3.755178e+01
10,6.166597e+02
11,1.944559e+03
12,3.558410e-01
13,2.047485e-01
14,2.757386e-01
15,4.164288e+00
16,1.010102e+01
17,4.366509e+05
18,1.077447e+03
19,6.635601e+00
20,9.522521e+03
21,2.282084e+05
22,2.652701e+02
23,3.152444e+02
24,2.319843e+02
25,2.080054e+02
26,1.002451e+02
27,4.574814e+02
28,9.014041e+02
29,1.491499e+03
30,3.273892e+03
