Función, BestFitness
1,1.041440e+08
2,3.586970e+08
3,2.606090e+04
4,2.215658e+02
5,2.018213e+01
6,1.155092e+01
7,6.448092e+00
8,3.060856e+01
9,3.983028e+01
10,1.101659e+03
11,2.715679e+03
12,1.395264e-01
13,2.468383e-01
14,2.397766e-01
15,1.540271e+01
16,1.168533e+01
17,6.596850e+06
18,8.795363e+02
19,6.802654e+01
20,2.741414e+04
21,7.687361e+05
22,4.578040e+02
23,3.255693e+02
24,2.359547e+02
25,2.122615e+02
26,1.106880e+02
27,6.274661e+02
28,1.142212e+03
29,5.160575e+04
30,3.258091e+04
