Función, BestFitness
1,1.506280e+07
2,2.238589e+07
3,1.398288e+04
4,4.819666e+01
5,2.070002e+01
6,2.488701e+00
7,1.019094e+00
8,1.258979e+01
9,1.651048e+01
10,2.885259e+02
11,1.187860e+03
12,2.286977e+00
13,2.904785e-01
14,4.972143e-01
15,2.849287e+00
16,3.491008e+00
17,3.688894e+05
18,8.348473e+03
19,2.346255e+00
20,1.001760e+04
21,1.289481e+05
22,6.640092e+01
23,3.329834e+02
24,1.477597e+02
25,1.978146e+02
26,1.002707e+02
27,3.428140e+02
28,4.531454e+02
29,6.989164e+04
30,1.221240e+03
