Función, BestFitness
1,1.285217e+05
2,3.718339e+03
3,2.252156e+03
4,2.431679e+01
5,1.870553e+01
6,1.349376e+00
7,6.759642e-02
8,6.706223e+00
9,8.536885e+00
10,1.397154e+02
11,2.591963e+02
12,8.052978e-02
13,7.127443e-02
14,2.529468e-01
15,7.653808e-01
16,1.743896e+00
17,7.978589e+03
18,1.161613e+04
19,1.261912e+00
20,4.003774e+03
21,1.878557e+03
22,3.757147e+01
23,3.294581e+02
24,1.153382e+02
25,1.925320e+02
26,1.000782e+02
27,2.093141e+02
28,4.525802e+02
29,4.673627e+02
30,9.119042e+02
