Función, BestFitness
1,4.544549e+06
2,2.334474e+03
3,5.144416e+03
4,2.647144e+01
5,1.830837e+01
6,8.922057e-01
7,2.769775e-02
8,6.627480e+00
9,9.339535e+00
10,1.199426e+02
11,4.704698e+02
12,3.501660e-01
13,7.506104e-02
14,2.962500e-01
15,1.012451e+00
16,1.849482e+00
17,1.680228e+05
18,6.474399e+03
19,1.119807e+00
20,6.791146e+03
21,2.872356e+04
22,3.756391e+01
23,3.294595e+02
24,1.262539e+02
25,1.925392e+02
26,1.000805e+02
27,2.824073e+02
28,4.156030e+02
29,6.117422e+02
30,8.030602e+02
