Función, BestFitness
1,7.085888e+08
2,3.143838e+10
3,1.031200e+05
4,4.460254e+03
5,2.101516e+01
6,3.177530e+01
7,3.415023e+02
8,1.988201e+02
9,2.263642e+02
10,5.292348e+03
11,6.527141e+03
12,1.846356e+00
13,4.901234e+00
14,1.292852e+02
15,4.071538e+04
16,1.338559e+01
17,4.350484e+07
18,6.048539e+08
19,2.517203e+02
20,2.214171e+05
21,1.340806e+07
22,1.207650e+03
23,5.055967e+02
24,2.782073e+02
25,2.284357e+02
26,1.821686e+02
27,1.242724e+03
28,6.241463e+03
29,2.979290e+08
30,1.410540e+06
