Función, BestFitness
1,5.009202e+05
2,2.081418e+03
3,1.491546e+03
4,1.745938e+01
5,1.823594e+01
6,9.340091e-01
7,2.991333e-02
8,4.610525e+00
9,6.867911e+00
10,9.738448e+01
11,1.976996e+02
12,2.372681e-01
13,1.127624e-01
14,2.898682e-01
15,9.968744e-01
16,2.086676e+00
17,6.296434e+03
18,3.602003e+03
19,1.268273e+00
20,6.920613e+02
21,1.447034e+03
22,1.019327e+01
23,3.294582e+02
24,1.161040e+02
25,1.767315e+02
26,1.001017e+02
27,9.008403e+01
28,4.026930e+02
29,4.369924e+02
30,6.915529e+02
