1000,1,8.91873e+06
2000,1,5.42161e+06
3000,1,5.42161e+06
4000,1,5.42161e+06
5000,1,4.96858e+06
6000,1,3.3839e+06
7000,1,3.3839e+06
8000,1,2.6143e+06
9000,1,2.24365e+06
10000,1,1.4623e+06
11000,1,1.4623e+06
12000,1,1.4623e+06
13000,1,628232
14000,1,531143
15000,1,531143
16000,1,456109
17000,1,254598
18000,1,254598
19000,1,254598
20000,1,240392
21000,1,225631
22000,1,208183
23000,1,200352
24000,1,171996
25000,1,165175
26000,1,156800
27000,1,134101
28000,1,134101
29000,1,128929
30000,1,109917
31000,1,103600
32000,1,103600
33000,1,103600
34000,1,96044.5
35000,1,93488.1
36000,1,93488.1
37000,1,92278
38000,1,90404.2
39000,1,90024.7
40000,1,89351.9
41000,1,88109.2
42000,1,87196.9
43000,1,86902.5
44000,1,86073.3
45000,1,85602.8
46000,1,85367.6
47000,1,85230.6
48000,1,85075
49000,1,84999.6
50000,1,84877
51000,1,84737.8
52000,1,84645.6
53000,1,84573.3
54000,1,84448.4
55000,1,84348.4
56000,1,84257.7
57000,1,84176.8
58000,1,84103.9
59000,1,84035.3
60000,1,83962.9
61000,1,83876.1
62000,1,83779.3
63000,1,83677.9
64000,1,83613
65000,1,83510.2
66000,1,83490.3
67000,1,83440.9
68000,1,83351.7
69000,1,83263.8
70000,1,83133.6
71000,1,83017.9
72000,1,82941.8
73000,1,82871.1
74000,1,82723.7
75000,1,82649
76000,1,82562.7
77000,1,82431.8
78000,1,82388.6
79000,1,82334.2
80000,1,82247.7
81000,1,82202.1
82000,1,82161.2
83000,1,82088.4
84000,1,82019.6
85000,1,81959.2
86000,1,81870.6
87000,1,81795.7
88000,1,81735.9
89000,1,81691.6
90000,1,81651.5
91000,1,81584.2
92000,1,81543.6
93000,1,81467.5
94000,1,81408.8
95000,1,81361.3
96000,1,81312.5
97000,1,81254.2
98000,1,81186.1
99000,1,81151.3
1000,1,5.31749e+07
2000,1,1.00029e+07
