Función, BestFitness
1,1.440746e+06
2,1.690220e+03
3,3.036428e+03
4,9.313473e+01
5,2.078931e+01
6,9.274996e+00
7,6.206360e-02
8,4.368110e+01
9,4.996895e+01
10,8.302142e+02
11,1.902402e+03
12,7.860112e-02
13,2.856323e-01
14,3.939453e-01
15,4.811510e+00
16,1.022350e+01
17,3.037566e+05
18,4.465380e+03
19,1.386120e+01
20,1.407864e+04
21,1.493617e+05
22,4.451039e+02
23,3.153421e+02
24,2.305329e+02
25,2.070402e+02
26,1.102760e+02
27,5.368131e+02
28,9.364652e+02
29,1.658472e+03
30,3.001042e+03
