Función, BestFitness
1,1.191666e+08
2,1.205244e+09
3,8.131040e+04
4,2.696682e+02
5,2.119292e+01
6,1.751465e+01
7,1.810510e+01
8,5.974219e+01
9,1.117090e+02
10,3.043449e+03
11,7.479711e+03
12,4.072370e+00
13,5.924805e-01
14,2.314074e+00
15,1.790331e+02
16,1.333039e+01
17,1.184516e+07
18,5.316807e+06
19,7.109059e+01
20,8.425395e+04
21,2.394944e+06
22,6.701911e+02
23,3.267614e+02
24,2.495945e+02
25,2.207039e+02
26,1.162862e+02
27,7.533594e+02
28,1.315131e+03
29,1.471284e+06
30,5.961931e+04
