Función, BestFitness
1,2.620615e+06
2,8.617125e+03
3,5.013131e+03
4,1.195488e+02
5,2.091216e+01
6,7.595988e+00
7,1.240845e-02
8,3.969644e+01
9,5.275124e+01
10,9.241997e+02
11,1.526835e+03
12,5.292362e-02
13,2.372193e-01
14,3.992127e-01
15,3.472302e+00
16,9.264339e+00
17,4.454837e+05
18,9.578362e+03
19,1.380554e+01
20,1.845721e+04
21,1.544368e+05
22,3.260770e+02
23,3.152518e+02
24,2.324904e+02
25,2.055562e+02
26,1.002530e+02
27,4.760312e+02
28,9.880149e+02
29,4.596030e+05
30,2.688919e+03
