Función, BestFitness
1,5.319328e+06
2,6.283306e+03
3,2.776410e+03
4,1.092660e+02
5,2.035443e+01
6,8.758151e+00
7,1.513672e-02
8,3.293800e+01
9,4.930686e+01
10,7.052387e+02
11,1.693324e+03
12,4.145631e-01
13,2.481689e-01
14,3.166627e-01
15,5.087933e+00
16,9.951206e+00
17,4.642064e+05
18,2.338835e+03
19,8.408731e+00
20,1.055648e+04
21,1.928794e+05
22,2.665744e+02
23,3.152448e+02
24,2.333366e+02
25,2.060608e+02
26,1.002831e+02
27,4.506191e+02
28,9.037118e+02
29,1.591483e+03
30,3.321741e+03
