Función, BestFitness
1,2.540627e+06
2,7.092587e+03
3,1.847553e+03
4,8.525147e+01
5,2.058028e+01
6,7.136959e+00
7,2.259216e-02
8,3.128879e+01
9,4.009888e+01
10,5.676731e+02
11,1.989030e+03
12,4.414549e-01
13,2.107849e-01
14,2.814148e-01
15,4.130682e+00
16,9.585078e+00
17,3.528179e+05
18,9.642258e+02
19,6.592456e+00
20,8.950820e+03
21,1.749242e+05
22,2.412216e+02
23,3.152440e+02
24,2.321237e+02
25,2.068759e+02
26,1.002266e+02
27,4.584856e+02
28,9.101284e+02
29,1.326970e+03
30,2.609056e+03
