Función, BestFitness
1,1.223560e+07
2,8.831311e+08
3,4.335680e+04
4,1.490031e+02
5,2.076609e+01
6,1.699085e+01
7,3.957601e+00
8,7.829277e+01
9,1.259115e+02
10,2.381358e+03
11,4.435966e+03
12,2.402826e+00
13,6.306948e-01
14,7.763184e-01
15,2.632820e+02
16,1.287406e+01
17,1.801447e+06
18,5.343906e+03
19,3.053303e+01
20,3.864129e+04
21,6.226355e+05
22,6.534739e+02
23,3.179964e+02
24,2.443582e+02
25,2.153995e+02
26,1.056248e+02
27,7.175144e+02
28,1.147921e+03
29,4.270864e+05
30,8.182942e+03
