Función, BestFitness
1,5.513453e+05
2,1.274831e+04
3,1.399244e+04
4,6.318447e+01
5,2.104992e+01
6,2.041873e+00
7,1.086424e-03
8,1.954209e+01
9,7.229272e+01
10,1.078658e+03
11,5.118003e+03
12,3.284766e+00
13,3.973511e-01
14,3.893372e-01
15,1.168795e+01
16,1.283564e+01
17,3.241750e+05
18,5.448660e+02
19,7.805757e+00
20,2.289294e+04
21,2.518904e+05
22,3.532631e+02
23,3.152449e+02
24,2.316360e+02
25,2.086275e+02
26,1.003887e+02
27,3.421530e+02
28,8.573591e+02
29,1.595495e+03
30,3.352698e+03
