Función, BestFitness
1,7.585316e+07
2,9.356320e+09
3,4.444800e+04
4,4.636449e+02
5,2.093164e+01
6,2.564121e+01
7,5.833328e+01
8,2.165645e+02
9,2.383644e+02
10,4.636433e+03
11,5.702506e+03
12,2.466258e+00
13,1.730053e+00
14,2.434771e+01
15,1.300215e+03
16,1.194154e+01
17,1.369904e+06
18,1.010724e+07
19,2.435978e+01
20,9.514883e+03
21,4.280385e+05
22,4.300845e+02
23,3.405411e+02
24,2.790125e+02
25,2.150412e+02
26,1.012811e+02
27,4.523620e+02
28,1.270491e+03
29,6.532867e+05
30,4.214602e+04
