Función, BestFitness
1,7.846131e+05
2,9.944519e+03
3,1.052850e+04
4,7.523634e+01
5,2.091231e+01
6,9.095153e-01
7,4.302979e-04
8,1.144204e+01
9,2.170815e+01
10,1.989874e+02
11,2.604419e+03
12,2.409661e+00
13,1.957093e-01
14,3.035582e-01
15,4.000389e+00
16,1.102748e+01
17,2.682132e+05
18,7.370719e+02
19,3.726234e+00
20,4.786026e+03
21,2.295657e+05
22,1.508182e+02
23,3.152440e+02
24,2.283753e+02
25,2.072384e+02
26,1.001919e+02
27,3.203937e+02
28,8.418552e+02
29,1.596028e+03
30,3.208001e+03
